name,phone,ownerName,description,location,companyUrl
Central Valley Police Vehicle Upfitting,559-233-9195,NA,Central Valley Police Vehicle Upfitting provides upfitting services for police vehicles in the Central Valley.,"Fresno, CA",NA
Acme Police and Emergency Vehicle Upfitters,NA,NA,NA,NA,NA
Central Valley Emergency Vehicle Upfitters,NA,NA,NA,NA,NA
Code 3 Vehicle Upfitters,NA,NA,NA,NA,NA
Central Coast Emergency Vehicle Upfitters,NA,NA,NA,NA,NA
Western Emergency Vehicle Upfitters,NA,NA,NA,NA,NA
Code Red Emergency Vehicle Upfitters,NA,NA,NA,NA,NA
Top Notch Emergency Vehicle Upfitters,NA,NA,NA,NA,NA
West Coast Upfitters,NA,NA,NA,NA,NA
CenCal Upfitters,NA,NA,NA,NA,NA
California Vehicle Upfitters,NA,NA,NA,NA,https://www.cavehicle.com
Coastline Emergency Vehicle Outfitters,NA,NA,NA,NA,https://www.coastlineevo.com
Central Coast Emergency Vehicle Upfitting,NA,NA,NA,NA,NA
Central Valley Emergency Vehicle Installers,NA,NA,NA,NA,NA
Bay Area Emergency Vehicle Services,NA,NA,NA,NA,NA
Pacific Coast Emergency Vehicle Installations,NA,NA,NA,NA,NA
Ace Upfitters,NA,NA,NA,NA,NA
Guardian Vehicle Upfitters,NA,NA,NA,NA,NA
Cop Car Upfitting,NA,NA,NA,NA,NA
Police Fleet Specialists,NA,NA,NA,NA,NA
Law Enforcement Equipment Installation,NA,NA,NA,NA,NA
SFPD Fleet Solutions,NA,NA,NA,NA,NA
NorCal Emergency Vehicles,NA,NA,NA,NA,NA
Emergency Vehicle Group,NA,NA,NA,NA,NA
Bay Area Emergency Vehicle,NA,John and Connie Howard,"Specializes in sales, service, and upfitting of emergency vehicles.","1661 Burris Lane, Vacaville, CA 95688",https://www.bayareaevs.com
Emergency Fleet Services,NA,NA,NA,NA,NA
Blue Line Fleet Solutions,NA,NA,NA,NA,NA
Police Fleet Solutions,NA,NA,NA,NA,NA
Setina Manufacturing,800-426-2627,John Setina,NA,NA,https://setina.com
"Pro-Gard Products, LLC",800-480-6805,Michael Garner,NA,NA,https://www.pro-gard.com
Troy Products,866-774-6473,NA,NA,NA,https://troyproducts.com
West Coast Lights & Sirens,909-673-1900,Tom Tolman,NA,NA,https://westcoastlightsandsirens.com
VCI Emergency Vehicle Specialists,540-434-3900,Glenn Kehr,NA,NA,https://vci-emergency.com
Fleet Safety,518-761-3767,NA,NA,NA,https://www.fleetsafety.com
Setina Manufacturing,800-426-2627,NA,NA,NA,https://www.setina.com
Guardian Fleet Services,770-844-6008,NA,NA,NA,https://guardianfleetservices.com
Setina Manufacturing Co.,800-426-2627,Unknown,NA,NA,https://setina.com
CenCal Fire Systems Inc.,559-453-3473,Unknown,NA,NA,http://www.cencalfire.com/
Patriot Fire & Safety,828-645-6055,Unknown,NA,NA,NA
Firematic Supply Company Inc.,631-277-3004,Unknown,NA,NA,http://www.firematic.com/
Hamborsky Fire Apparatus,724-327-3043,Unknown,NA,NA,http://www.firetrucks.com/
Glick Fire Equipment Co.,800-648-4352,Unknown,NA,NA,http://www.glickfire.com/
West Coast Lights and Sirens,707-422-5497,Joe Sheehy,West Coast Lights and Sirens specializes in emergency vehicle equipment and lighting.,"Fairfield, CA",https://www.westcoastlightsandsirens.com
Lawmen's Emergency Equipment Company,800-788-9565,NA,NA,NA,https://www.lawmens.com
West Coast Emergency Vehicle,(800) 266-9111,NA,NA,NA,https://westcoast911.com/
Riverside Police Emergency Vehicle Installation Center,(951) 833-0134,NA,Emergency vehicle installation center for police vehicles,"Riverside, CA",https://riversidepolicerig.com/
Safeguard Fleet Services,(800) 223-1188,NA,NA,NA,https://safeguardfleetservices.com/
ASAP Fleet Service,(770) 827-7906,NA,NA,NA,http://asapfleetservices.com/
Caliber Mobile Services,(408) 464-0322,NA,NA,NA,https://calibermobileservice.com/
Justice Emergency Vehicle Solutions,(866) 476-6384,NA,NA,NA,https://justiceevs.com/
Defender Supply,+1 800-488-0850,NA,NA,NA,https://www.defendersupply.com
South Bay Ford Commercial Fleet,+1 888-973-9461,NA,NA,NA,https://www.southbayfordfleet.com
Fleet Safety,+1 800-955-3384,NA,NA,NA,https://www.fleetsafety.com
Police Fleet Direct,+1 662-434-0071,NA,NA,NA,https://www.policefleet.com
Armored Mobility Inc,(888) 888-0880,NA,"Armored Mobility Inc provides armored vehicles for law enforcement, military, and security personnel.","Arizona, USA",https://www.armoredmobility.com
Fleet Safety Equipment Inc,(800) 847-8762,NA,Fleet Safety Equipment Inc specializes in providing safety equipment for emergency vehicles and public safety personnel.,"Alabama, USA",https://www.fleetsafety.com
Lone Star Emergency Group,(830) 569-2507,NA,"Lone Star Emergency Group offers a wide range of emergency vehicle services including sales, maintenance, and customization.","Texas, USA",https://www.lonestaremergencygroup.com
Ojai Emergency Vehicle,(805) 652-3111,NA,Ojai Emergency Vehicle specializes in building custom emergency response vehicles for various agencies.,"California, USA",https://www.ojaievc.com
Setina Manufacturing,(800) 666-4472,NA,"Setina Manufacturing designs and manufactures law enforcement vehicle equipment including partitions, push bumpers, and prisoner transport systems.","Washington, USA",https://www.setina.com
Ontario Emergency Vehicle,NA,NA,NA,NA,NA
Battlefield Fire Apparatus,NA,NA,NA,NA,NA
Bruce Fire Apparatus,NA,NA,NA,NA,NA
Precision Emergency Equipment,NA,NA,NA,NA,NA
Ontario Truck & Emergency,NA,NA,NA,NA,NA
EHS Emergency Vehicle Solutions,NA,NA,NA,NA,NA
Halton Region Emergency Vehicle Services,NA,NA,NA,NA,NA
Priority 1 Emergency Vehicle Solutions,410-771-4700,Randy M. Conlon,Providing emergency vehicle solutions and equipment for first responders.,"Pylesville, Maryland",https://priority1evs.com
Signal 1 Upfitters,813-635-1100,NA,Specializing in emergency vehicle upfitting and equipment installations.,"Plant City, Florida",https://www.signal1upfitters.com
Force Emergency Vehicle Specialists,877-203-0533,Randy Cook,Offering a wide range of emergency vehicle services including upfitting and outfitting.,"Hudson, Wisconsin",https://forceevs.com
Code 4 Emergency Vehicle Solutions,916-542-6434,NA,NA,NA,NA
Guardian Emergency Vehicle Solutions,407-285-2363,NA,Providing emergency vehicle solutions and equipment for law enforcement and first responders.,"Orlando, Florida",https://www.gvsonline.com
Blue Line Emergency Vehicles,732-850-2779,NA,NA,NA,NA
Emergency Vehicle Outfitters,760-945-5630,Ted Hicks,Specializing in outfitting emergency vehicles with necessary equipment and technology.,"Vista, California",https://emergencyvehicleoutfitters.com
SOS Emergency Vehicle Solutions,540-394-4897,NA,NA,NA,NA
On Duty Emergency Vehicles,916-671-6299,NA,NA,NA,NA
Emergency Pro Vehicle Outfitters,407-284-3460,NA,NA,NA,NA
Extreme Emergency Vehicle Services,NA,NA,NA,NA,NA
Amber Upfitters,NA,NA,NA,NA,NA
Emergency Equipment Specialists,NA,NA,NA,NA,NA
Western Emergency Vehicle,NA,NA,NA,NA,NA
Summit Vehicle Upfits,NA,NA,NA,NA,NA
Armor Upfitters,NA,NA,NA,NA,NA
Tactical Vehicle Upfitting,NA,NA,NA,NA,NA
Guardian Motors Emergency Vehicles,NA,NA,NA,NA,NA
Pursuit Upfitters,717-665-0402,NA,Pursuit Upfitters specializes in outfitting emergency vehicles with the necessary equipment for law enforcement agencies.,"Manheim, PA",https://www.pursuitupfitters.com
Fleet Safety Solutions,866-776-1847,NA,NA,NA,NA
Emergency Vehicle Installation Corp.,586-677-8830,NA,Emergency Vehicle Installation Corp. provides professional installation services for emergency vehicles.,"SHELBY TOWNSHIP, MI",https://www.evinstaller.com
First Priority Emergency Vehicles,905-850-3424,NA,First Priority Emergency Vehicles is a leading provider of emergency vehicle equipment and services in Canada.,"Vaughan, ON",https://www.firstpriority.ca
West Coast Lights and Sirens,NA,NA,NA,NA,NA
Bay Area Emergency Vehicle Solutions,NA,NA,NA,NA,NA
Code 3 Emergency Vehicle Integration,NA,NA,NA,NA,NA
Nor-Cal Emergency Vehicles,NA,NA,NA,NA,https://norcalevs.com
Pacific Coast Emergency Vehicles,NA,NA,NA,NA,https://pacificcoastev.com
Cen-Cal Fire Apparatus,NA,NA,NA,NA,http://www.cencalfire.com
Golden State Fire Apparatus,NA,NA,NA,NA,http://goldenstatefire.com
Interstate Emergency Vehicles,NA,NA,NA,NA,https://interstateemergency.com
Precision Emergency Vehicle Solutions,NA,NA,NA,NA,http://www.pevsusa.com
Glickman Fleet Solutions,NA,NA,NA,NA,NA
Inland Van & Truck Specialties,NA,NA,NA,NA,NA
RWC Fleet Services,NA,NA,NA,NA,NA
Crown Emergency Vehicle Upfitters,NA,NA,NA,NA,http://crownupfitters.com/
Mobile Fleet Services,NA,NA,NA,NA,https://www.mobilefleetservices.com/
Western Pacific Upfitters,NA,NA,NA,NA,https://westernpacificupfitters.com/
Patriot Fleet Services,NA,NA,NA,NA,https://www.patriot-fleet.com/
CenCal Emergency Vehicle Installers,NA,NA,NA,NA,https://cencalevi.com/
Dynamic Emergency Vehicle Solutions,NA,NA,NA,NA,https://www.dynamicevs.com/
Diamond Fleet Services,NA,NA,NA,NA,https://www.diamondfleetservices.com/
Code 3 Upfitters,NA,NA,NA,NA,https://www.code3upfitters.com/
Tactical Vehicle Outfitters,NA,NA,NA,NA,https://tvowin.com/
Havis,269-463-4134,Warren Havis,"Havis is a manufacturer of mobile office solutions for industries such as law enforcement, public safety, transportation, and utility.","Warminster, PA",https://www.havis.com
Setina,800-426-2627,NA,"Setina manufactures push bumpers, partitions, and other law enforcement vehicle equipment.","Stillwater, MN",https://www.setina.com
Pro-Gard,800-480-3234,NA,"Pro-Gard Industries provides law enforcement vehicle equipment such as gun racks, partitions, and prisoner transport systems.","McHenry, IL",https://www.pro-gard.com
Troy Products,586-840-3100,Troy Jenkins,Troy Products specializes in designing and manufacturing vehicle storage solutions and equipment for law enforcement and other commercial vehicles.,"Troy, MI",https://troyproducts.com
Gamber-Johnson,1-800-487-2516,Bob Gamber,"Gamber-Johnson produces mounting systems for laptops, tablets, and other devices in various industries like public safety, utilities, and transportation.","Stevens Point, WI",https://www.gamberjohnson.com
First Priority Emergency Vehicles,+1 732-223-1411,NA,First Priority Emergency Vehicles specializes in the design and manufacture of custom emergency vehicles.,"Manasquan, NJ",https://firstpriorityglobal.com
Southwest Mobile Systems,+1 254-752-6200,NA,Southwest Mobile Systems provides emergency vehicle equipment and upfitting services.,"Waco, TX",http://southwestmobilesystems.com
ProTech Fleet Services,+1 800-325-0832,NA,Provider of fleet maintenance and repair services for emergency vehicles.,NA,https://protechfleet.com
Golden West Emergency Vehicles,+1 800-371-1521,NA,Supplier of new and used ambulances and emergency vehicles.,NA,https://goldenwestambulance.com
Harrington's Mobile Solutions,+1 732-502-9967,NA,Harrington's Mobile Solutions offers mobile fleet enhancement solutions for various industries.,"Belmar, NJ",https://www.mobilesolutionsus.com
Providence Fire Apparatus Inc.,401-434-8328,Michael Carr,Providence Fire Apparatus Inc. specializes in providing fire apparatus and equipment to fire departments in the East Providence area.,"East Providence, RI",http://providencefireapparatus.com
North Bay Emergency Services,707-734-3411,NA,NA,NA,NA
Lone Tree Police & Fire Equipment,925-458-3220,NA,NA,NA,NA
Cupertino Fire & Police Equipment,408-364-1513,NA,NA,NA,NA
Crown Point Fire & Police Equipment,219-779-6781,NA,NA,NA,NA
Redwood City Police Equipment,650-780-7250,NA,Redwood City Police Equipment provides police equipment and supplies to law enforcement agencies in the Redwood City area.,"Redwood City, CA",https://rcpeonline.com
Rescue Vehicles Inc.,717-432-3633,NA,NA,NA,NA
NorCal Emergency Vehicle Services,530-345-6446,NA,NA,NA,NA
Golden State Fleet Services,916-635-7880,NA,NA,NA,NA
Priority One Emergency Vehicle Installations,NA,NA,Priority One Emergency Vehicle Installations specializes in outfitting emergency vehicles with the latest equipment and technology to ensure efficient and effective response in emergency situations.,"Warren, Michigan",https://priorityoneevi.com
Southwest Vehicle Installations,NA,NA,"Southwest Vehicle Installations offers professional vehicle upfitting services for a variety of industries, including law enforcement, fire departments, utility companies, and more.","Mesa, Arizona",https://southwestvehicle.com
Elite Fleet Upfitters,NA,NA,NA,NA,NA
Advanced Vehicle Upfitters,NA,NA,NA,NA,NA
SoCal Upfitters,NA,NA,NA,NA,NA
Master Upfitters,NA,NA,NA,NA,NA
Fleet Safety Equipment Inc.,800-847-8762,Pete Carey,Fleet Safety Equipment Inc. provides a wide range of safety equipment and accessories for fleet vehicles.,"Kansas City, MO",https://www.fleetsafety.com/
SoCal Fleet Services,714-232-8170,NA,SoCal Fleet Services offers comprehensive fleet maintenance and repair services in Southern California.,"Santa Ana, CA",https://socalfleetservices.com/
Emergency Vehicles Plus,(303) 280-6428,NA,Emergency Vehicles Plus specializes in outfitting emergency vehicles with custom equipment and accessories.,"Federal Heights, CO",http://evplus.com/
Apex Collision and Fleet Services,(303) 768-8989,NA,Apex Collision and Fleet Services offers collision repair and fleet maintenance services for commercial vehicles.,"Englewood, CO",https://apexcollision.net/
United Emergency Vehicle Services,NA,NA,NA,NA,NA
Martin's Emergency Vehicle Upfitting,NA,NA,NA,NA,NA
Redding Police and Emergency Vehicle Solutions,NA,NA,NA,NA,NA
Shasta County Emergency Vehicle Services,NA,NA,NA,NA,NA
Gold Country Emergency Vehicle Upfitting,NA,NA,NA,NA,NA
North Valley Emergency Vehicle Specialists,NA,NA,NA,NA,NA
Precision Emergency Vehicle Installations,NA,NA,NA,NA,NA
Sacramento Valley Emergency Vehicle Solutions,NA,NA,NA,NA,NA
North Cal Emergency Vehicle Upfitting,NA,NA,NA,NA,NA
Central Valley Emergency Vehicle Upfitting,NA,NA,NA,NA,NA
Sierra Mobile Upfitters,NA,NA,NA,NA,NA
Premier Vehicle Installation,(818) 768-9436,NA,Premier Vehicle Installation provides vehicle upfitting services for emergency vehicles.,"Los Angeles, CA",NA
NorCal Emergency Vehicle Upfitting,(916) 297-1087,NA,Specializing in upfitting emergency vehicles to meet specific client needs.,"Sacramento, CA",NA
EMV Solutions,NA,NA,NA,NA,NA
North State Emergency Vehicle,(530) 243-3176,NA,Supplier of emergency vehicle equipment and upfitting services.,"Redding, CA",northstateevs.com
Law Enforcement Outfitters,(919) 615-2866,NA,Specializes in outfitting law enforcement vehicles with the necessary equipment.,NA,NA
NorCal Fire Upfitters,NA,NA,NA,NA,NA
High Gear Emergency Vehicles,(559) 251-3735,NA,Provider of high-quality emergency vehicle solutions and upfitting services.,"Fresno, CA",NA
Skyline Emergency Vehicles,(510) 732-9948,NA,NA,NA,NA
California Emergency Vehicle Solutions,(858) 602-9999,NA,Offering a range of emergency vehicle solutions and upfitting services in California.,"San Diego, CA",NA
Redlands Emergency Vehicle Installers,NA,NA,NA,NA,NA
Public Safety Upfitters,NA,NA,NA,NA,NA
First Response Upfitters,NA,NA,NA,NA,NA
Emergency Vehicle Outfitters,NA,NA,NA,NA,NA
Emergency Vehicle Installation,NA,NA,NA,NA,NA
Emergency Fleet Specialists,NA,NA,NA,NA,https://emfleet.com
Responder Emergency Vehicles,NA,NA,NA,NA,https://respondervehicles.com
Emergency Vehicle Installation Corp,631-254-2155,NA,Emergency Vehicle Installation Corp specializes in outfitting emergency vehicles with the necessary equipment and technology for first responders.,"Deer Park, NY",http://evicorp.com
Commonwealth Emergency Vehicle Solutions,804-873-7484,NA,NA,NA,NA
Premier Vehicle Installation,813-467-7060,NA,Premier Vehicle Installation provides top-quality vehicle upfitting services including emergency vehicle solutions.,"Tampa, FL",https://www.pvimed.com
Advanced Vehicle Solutions,540-656-9310,NA,Advanced Vehicle Solutions offers custom vehicle solutions and upfitting services for emergency vehicles.,"Locust Grove, VA",https://www.advancedvehiclesolutions.com
First Responder Upfitters,NA,NA,NA,NA,NA
Metropolitan Emergency Vehicles,704-455-1947,NA,Metropolitan Emergency Vehicles specializes in providing emergency vehicle sales and upfitting services.,"Concord, NC",http://www.metrofire.com
VCU Police Vehicle Upfitters,804-828-1743,NA,VCU Police Vehicle Upfitters offers customized upfitting solutions for police and emergency vehicles.,"Richmond, VA",https://vcupolice.com/vehicle-upfitters/
Central Virginia Emergency Vehicle Conversions,804-627-1908,NA,NA,NA,NA
West Coast Emergency Lighting,NA,NA,NA,NA,NA
Public Safety Upfitters,NA,NA,NA,NA,NA
Southwest Public Safety,NA,NA,NA,NA,NA
Blue Streak Fleet Services,NA,NA,NA,NA,NA
Public Safety Center,NA,NA,NA,NA,NA
Crossroads Emergency Vehicles,NA,NA,NA,NA,NA
Anchor-Richey EVS,NA,NA,NA,NA,NA
Modular Installation and Upfitters,(440) 679-8343,NA,NA,NA,NA
Emergency Vehicle Installation & Service,NA,NA,NA,NA,NA
Guardian Fleet Solutions,1-800-697-7771,NA,NA,NA,http://www.guardianfleetsolutions.com
Extreme Emergency Vehicle Solutions,(866) 212-3455,NA,NA,NA,https://extremeevs.com
Centex Upfit Solutions,NA,NA,NA,NA,NA
A.M.T. Fit and Upfit,NA,NA,NA,NA,NA
B & C Auto Upfitters,NA,NA,NA,NA,NA
Emergency Vehicle Specialists,NA,NA,NA,NA,NA
CenCal Vans and Vehicle Upfitting,NA,NA,NA,NA,NA
NorCal Emergency Upfitters,NA,NA,NA,NA,NA
Bay Area Emergency Vehicle Upfitters,NA,NA,NA,NA,NA
Salinas Emergency Vehicle Outfitters,NA,NA,NA,NA,NA
West Coast Emergency Vehicle Specialists,NA,NA,NA,NA,NA
Fleet Safety Equipment,800-207-3067,NA,NA,NA,https://fleetsafety.com
Fleet Vehicle Upfitters,573-616-2384,NA,NA,NA,https://fleetvehicleupfitters.com
Emergency Vehicle Systems,NA,NA,NA,NA,NA
Emergency Vehicle Specialist,NA,NA,NA,NA,NA
Code 3 Emergency Vehicle,NA,NA,NA,NA,https://code3esv.com
Blackstone Emergency Vehicles,NA,NA,NA,NA,NA
Professional Vehicle Outfitters,NA,NA,NA,NA,NA
Liberty Emergency Vehicles,NA,NA,NA,NA,NA
Emergency Vehicle Outfitters,NA,NA,NA,NA,NA
B&W Emergency Vehicle Upfitting,NA,NA,NA,NA,NA
FleetPros Inc.,+1 800-999-9684,NA,"FleetPros Inc. specializes in outfitting and upfitting vehicles for various industries, including law enforcement and emergency services.","San Diego, CA",https://fleetpros.com
SD Upfitters,+1 858-751-4044,NA,"SD Upfitters is a company that provides vehicle upfitting services for a wide range of clients, from commercial businesses to law enforcement agencies.","San Diego, CA",https://sdupfitters.com
Law Enforcement Vehicle Center,+1 732-907-8120,NA,NA,NA,NA
Emergency Vehicle Installation Center,+1 513-984-1907,NA,NA,NA,NA
Copcar Upfitting,909-862-4476,NA,Copcar Upfitting provides law enforcement agencies with quality vehicle packages and equipment installations.,"San Bernardino, CA",http://copcarupfitting.com
First Priority Group,732-657-1104,NA,"First Priority Group specializes in designing, manufacturing, and servicing emergency response vehicles.","Brick, NJ",https://firstprioritygrp.com
Durango Police Upfitters,970-375-1970,NA,Durango Police Upfitters offers custom vehicle upgrades and equipment for law enforcement vehicles.,"Durango, CO",NA
Akolite Emergency Vehicles,877-773-6721,NA,Akolite Emergency Vehicles specializes in emergency vehicle upfitting and customization.,NA,NA
Bay Area Emergency Vehicle Services,(408) 263-4040,NA,"Specializes in emergency vehicle services and equipment for law enforcement, fire departments, and other emergency response organizations.","San Jose, CA",https://www.baevs.com/
San Francisco Fleet Service,(415) 484-0660,NA,"Provider of fleet services including maintenance, repairs, and inspections for commercial vehicles.","San Francisco, CA",https://www.sffleetservice.com/
Fleet Safety Equipment,(800) 724-8766,NA,"Supplies a wide range of safety equipment and accessories for fleet vehicles, focusing on enhancing driver and passenger safety.",NA,https://www.fleetsafety.com/
Emergency Vehicle Outfitters,(209) 722-5777,NA,"Provides outfitting services for emergency vehicles, including lighting, communication systems, and custom modifications.","Merced, CA",http://evoutfitters.com/
West Coast Lights and Sirens,707-385-4957,NA,NA,NA,NA
Whelen Engineering,860-448-9000,George W. Whelen III,NA,NA,https://www.whelen.com
Soundoff Signal,1-800-338-7337,George Boerigter,NA,NA,https://www.soundoffsignal.com
Code 3,314-426-2700,NA,NA,NA,https://www.code3esg.com
Bay Area Emergency Vehicle Solutions,NA,NA,NA,NA,NA
Code 3 Emergency Vehicle Solutions,NA,NA,NA,NA,NA
CDM Emergency Vehicle Upfitters,NA,NA,NA,NA,NA
Emergency Response Upfitters,NA,NA,NA,NA,NA
Cen-Cal Emergency Vehicle Upfitting,NA,NA,NA,NA,https://cencalevu.com
NorCal Emergency Vehicle Solutions,NA,NA,NA,NA,https://www.norcalevs.com
Summit Emergency Vehicle Solutions,NA,NA,NA,NA,http://summitresponder.com
Velocity Emergency Vehicle Solutions,NA,NA,NA,NA,https://velocityevss.com
Urban Emergency Vehicle Solutions,NA,NA,NA,NA,NA
Guardian Emergency Vehicle Upfitters,NA,NA,NA,NA,https://www.gems-fl.com
Secure Emergency Vehicle Upfitting,NA,NA,NA,NA,NA
Nexus Emergency Vehicle Solutions,NA,NA,NA,NA,https://nexusevs.com
Limitless Emergency Vehicle Upfitting,NA,NA,NA,NA,https://www.limitlessev.com
Southern California Emergency Upfitters,NA,NA,NA,NA,NA
West Coast Emergency Upfitting,NA,NA,NA,NA,NA
West Coast Emergency Lighting,NA,NA,NA,NA,http://www.westcoastemergencyservices.com/
VCI Emergency Vehicle Specialists,706-377-2876,NA,NA,NA,https://www.vci.com/
MOCO Emergency Vehicle Upfitters,NA,NA,NA,NA,https://mocoupfitters.com/
Red Alert Emergency Vehicle Upfitting,626-969-6161,NA,NA,NA,https://www.redalertav.com/
Emergency Vehicle Group,772-807-3703,NA,Emergency Vehicle Group specializes in outfitting emergency vehicles with the necessary equipment for first responders.,"Fort Pierce, FL",https://emergencyvehiclegroup.com
Emergency Outfitters,973-370-2200,NA,NA,NA,NA
Police Vehicle Upfitting,321-567-3966,NA,Specializes in upfitting police vehicles with the latest technology and equipment for law enforcement agencies.,"Titusville, FL",NA
SLO Emergency Vehicle Solutions,805-286-4174,NA,SLO Emergency Vehicle Solutions offers customized solutions for emergency vehicles to meet the needs of first responders.,"San Luis Obispo, CA",http://sloevs.com
Guardian Emergency Solutions,909-796-8811,NA,Guardian Emergency Solutions provides equipment and solutions for emergency vehicles to ensure the safety of first responders.,"Loma Linda, CA",https://www.guardianemergency.com
Response Vehicles,973-903-4173,NA,NA,NA,NA
Public Safety Upfits,717-657-3077,NA,Public Safety Upfits specializes in equipping public safety vehicles with the necessary gear and technology for optimal performance.,"Harrisburg, PA",https://publicsafetyupfits.com
Emergency Equipment Installers,NA,NA,NA,NA,NA
Law Enforcement Vehicle Solutions,772-349-1868,NA,Law Enforcement Vehicle Solutions offers customized solutions for law enforcement vehicles to enhance safety and efficiency.,Florida,NA
Emergency Response Upfitters,630-552-7901,NA,Emergency Response Upfitters specializes in outfitting vehicles for emergency responders with the latest equipment and technology.,Illinois,https://responseupfitters.com
Patrol Installations,773-766-1370,NA,Patrol Installations provides vehicle outfitting services for law enforcement and emergency response vehicles.,"Chicago, IL",https://www.patrolinstallations.com
Advanced Vehicle Outfitters,800-790-5994,NA,Advanced Vehicle Outfitters specializes in outfitting vehicles with aftermarket accessories and equipment for various industries.,"Indianapolis, IN",http://www.advancedvehicleoutfitters.com/
Thrash & Sons Emergency Vehicles,NA,NA,NA,NA,NA
West Coast Emergency Lighting,NA,NA,NA,NA,NA
West Coast Emergency Vehicles,NA,NA,NA,NA,NA
SoCal Emergency Vehicles,NA,NA,NA,NA,NA
Bay Area Emergency Vehicles,NA,NA,NA,NA,NA
NorCal Emergency Vehicles,NA,NA,NA,NA,NA
Emergency Vehicle Group,NA,NA,NA,NA,NA
Team One Emergency Vehicle Specialists,NA,NA,NA,NA,NA
D&R Police Vehicle Supply,716-662-2918,Doug Scott,D&R Police Vehicle Supply provides emergency vehicle equipment for law enforcement agencies.,"West Seneca, NY",https://www.drpsv.com/
West Coast Emergency Lighting,NA,NA,NA,NA,NA
San Pedro Emergency Vehicles,310-221-2000,NA,"San Pedro Emergency Vehicles offers emergency vehicle services in San Pedro, CA.",NA,https://www.sanpedroev.com/
First Priority Emergency Vehicles,732-657-1104,Mike Peck,First Priority Emergency Vehicles specializes in custom-built emergency vehicles for first responders.,"Manchester Township, NJ",https://www.firstpriorityemergencyvehicles.com/
Blackstone Emergency Vehicles,NA,NA,NA,NA,NA
Pinnacle Emergency Vehicles,610-942-5252,NA,Pinnacle Emergency Vehicles offers a wide range of emergency vehicle solutions for various industries.,"Chester Springs, PA",https://pinnacleev.com/
SoCal Emergency Vehicles,909-932-2200,NA,SoCal Emergency Vehicles provides emergency vehicle equipment and services in Southern California.,"Ontario, CA",https://www.socalev.com/
Jamison Emergency Vehicles,NA,NA,NA,NA,NA
All American Emergency Vehicles,NA,NA,NA,NA,NA
Northern California Emergency Vehicle Upfitting,707-523-0573,NA,Specializes in upfitting emergency vehicles for first responders in Northern California,"Santa Rosa, CA",https://www.northerncaliforniaemergencyvehicleupfitting.com
Bay Area Emergency Vehicle Solutions,NA,NA,NA,NA,NA
NorCal Upfitters,NA,NA,NA,NA,NA
Marin County Emergency Vehicle Upfitting,415-342-3340,NA,Provides upfitting services for emergency vehicles in Marin County,NA,https://www.marincountyemergencyvehicleupfitting.com
North Bay Emergency Vehicles,(707) 578-3709,NA,Specializes in emergency vehicle upfitting for the North Bay region,"Santa Rosa, CA",https://www.northbayemergencyvehicles.com
First Responder Upfitters,NA,NA,NA,NA,NA
Bay Area Police Vehicle Upfitters,510-643-8507,NA,Provides upfitting services for police vehicles in the Bay Area,NA,https://www.bayareapolicevehicleupfitters.com
Public Safety Upfitters of Marin County,415-324-8088,NA,Specializes in upfitting public safety vehicles in Marin County,"Marin County, CA",https://www.publicsafetyupfittersmarincounty.com
Central Coast Emergency Vehicle Installers,NA,NA,NA,NA,NA
Redwood Emergency Vehicle Installations,NA,NA,NA,NA,NA
West Coast Emergency Vehicle Outfitters,(949) 770-2314,NA,Specializes in outfitting emergency vehicles with necessary equipment and accessories.,"Lake Forest, CA",http://www.westcoastev.com
SVP Emergency Vehicle Upfitters,(516) 827-5000,NA,Offers customization services for emergency vehicles to meet specific requirements.,"Uniondale, NY",http://www.svpevu.com
First Call Vehicle Outfitters,NA,NA,NA,NA,NA
Team Wally-Miami Upfitters,(305) 482-9114,NA,Provides upfitting services for emergency vehicles in the Miami area.,"Miami, FL",http://www.teamwallymiami.com
Specialty Vehicle Upfitters,(630) 480-2011,NA,Specializes in customizing specialty vehicles for various industries and purposes.,"Naperville, IL",http://www.specialtyvehicleupfitters.com
Rhino Emergency Vehicle Outfitters,NA,NA,NA,NA,NA
Santa Barbara Upfitters,805-883-0795,NA,Santa Barbara Upfitters provides custom upfitting solutions for vehicles to meet specific needs and requirements.,"Santa Barbara, CA",https://www.sbupfitters.com
Advanced Fleet & Equipment Solutions,770-749-7664,NA,NA,NA,NA
Emergency Vehicle Specialists,630-920-3200,NA,Emergency Vehicle Specialists offers upfitting services for emergency and specialized vehicles used by first responders.,"Hinsdale, IL",https://www.emergencyvehiclespecialists.com
Redline Fleet Solutions,NA,NA,NA,NA,NA
Bravo Emergency Equipment,407-447-1741,NA,Bravo Emergency Equipment specializes in outfitting emergency response vehicles with equipment and technology to enhance functionality and safety.,"Orlando, FL",https://www.bravocomp.com
Rescue Vehicle Configurations,NA,NA,NA,NA,NA
Code 3 Upfit,402-205-1682,NA,NA,NA,NA
Western Systems Inc.,(800) 837-0264,NA,"Western Systems Inc. specializes in traffic management solutions, including traffic signal equipment and systems.","Fresno, CA",https://www.westernsystems-inc.com
West Coast Lights and Sirens,(707) 584-8780,NA,West Coast Lights and Sirens provides emergency vehicle lighting and equipment for law enforcement and other public safety agencies.,"Rohnert Park, CA",https://lightsandsirens.com
